tconst	averageRating	numVotes
tt0002550	5.2	52
tt0002553	6.5	976
tt0002555	4.4	49
tt0002556	5.7	23
tt0002562	5.1	26
tt0002564	5.6	11
tt0002569	5.3	260
tt0002574	6.1	33
tt0002576	4.8	60
tt0002578	5.0	11
tt0002582	9.1	19
tt0002586	5.1	29
tt0002588	6.0	50
tt0002591	6.2	10
tt0002592	6.6	32
tt0002593	5.8	15
tt0002601	4.7	89
tt0002603	4.9	63
tt0002605	5.6	46
tt0002606	7.7	16
tt0002610	4.8	152
tt0002619	7.0	11
tt0002621	5.0	91
tt0002628	5.5	115
tt0002637	7.2	18
tt0002639	6.1	202
tt0002642	5.6	9
tt0002646	6.5	481
tt0002647	5.8	15
tt0002656	5.5	49
tt0002658	4.2	73
tt0002659	5.3	846
tt0002663	6.0	415
tt0002669	6.8	40
tt0002677	5.6	14
tt0002678	5.9	20
tt0002687	7.8	11
tt0002702	5.1	61
tt0002718	3.9	48
tt0002719	5.5	136
tt0002726	5.5	11
tt0002736	6.1	24
tt0002739	2.6	10
tt0002745	4.1	40
tt0002753	5.4	22
tt0002755	4.7	44
tt0002758	5.7	20
tt0002759	5.9	43
tt0002761	4.5	41
tt0002767	5.5	69
tt0002784	5.0	53
tt0002785	6.0	8
tt0002792	8.2	13
tt0002795	6.1	613
tt0002796	5.5	19
tt0002797	4.8	20
tt0002801	5.5	29
tt0002813	5.2	405
tt0002815	3.8	32
tt0002816	5.9	127
tt0002820	7.3	12
tt0002822	4.2	53
tt0002829	5.0	32
tt0002832	6.8	23
tt0002844	6.9	2490
tt0002847	5.5	36
tt0002848	4.7	43
tt0002850	5.8	35
tt0002851	5.3	442
tt0002853	4.5	51
tt0002863	6.3	63
tt0002867	5.4	136
tt0002885	5.9	113
tt0002893	5.9	17
tt0002894	7.2	19
tt0002897	5.7	61
tt0002898	6.9	173
tt0002902	4.8	41
tt0002910	6.0	92
tt0002917	5.6	46
tt0002919	4.9	97
tt0002921	4.2	25
tt0002922	5.0	81
tt0002950	6.0	11
tt0002954	5.7	15
tt0002956	5.0	75
tt0002962	5.0	11
tt0002968	6.0	13
tt0002973	5.7	22
tt0002983	6.0	553
tt0002985	6.1	366
tt0002990	5.6	178
tt0002996	3.6	33
tt0002999	5.5	37
tt0003001	5.1	21
tt0003002	5.4	21
tt0003006	5.8	24
tt0003014	7.0	1433
tt0003015	4.6	73
tt0003016	5.6	120
tt0003022	5.6	93
tt0003035	6.1	19
tt0003037	6.9	1687
tt0003044	5.5	18
tt0003046	6.6	59
tt0003054	5.8	39
tt0003057	6.0	16
tt0003059	5.5	39
tt0003065	5.4	90
tt0003073	5.2	83
tt0003075	6.0	47
tt0003078	6.9	33
tt0003083	5.0	24
tt0003091	5.7	29
tt0003093	6.0	21
tt0003102	6.1	152
tt0003104	5.7	332
tt0003106	5.3	127
tt0003108	5.0	12
tt0003112	6.2	24
tt0003119	5.9	15
tt0003131	6.6	189
tt0003132	7.6	6
tt0003133	5.4	21
tt0003156	5.9	20
tt0003158	6.3	23
tt0003159	5.9	53
tt0003164	4.8	6
tt0003165	6.9	1335
tt0003167	5.7	285
tt0003170	6.4	865
tt0003177	4.8	165
tt0003206	5.6	5
tt0003207	5.2	17
tt0003208	4.3	12
tt0003212	5.0	32
tt0003214	6.1	327
tt0003215	7.1	21
tt0003226	5.1	18
tt0003228	6.0	14
tt0003235	5.1	39
tt0003238	5.3	145
tt0003241	5.0	21
tt0003242	8.5	18
tt0003249	6.8	27
tt0003265	4.7	102
tt0003268	6.0	11
tt0003278	7.1	20
tt0003288	6.3	30
tt0003301	5.9	51
tt0003309	4.6	35
tt0003310	5.2	75
tt0003311	5.9	437
tt0003316	6.1	19
tt0003317	7.7	17
tt0003323	6.6	38
tt0003330	6.2	124
tt0003337	5.7	57
tt0003345	6.2	22
tt0003351	4.4	15
tt0003355	5.2	24
tt0003360	5.4	111
tt0003362	6.0	29
tt0003365	5.0	24
tt0003370	6.1	14
tt0003379	3.6	15
tt0003386	7.6	16
tt0003388	4.0	11
tt0003399	5.0	322
tt0003401	5.2	36
tt0003410	6.3	13
tt0003417	5.1	70
tt0003419	6.4	2407
tt0003424	7.4	2194
tt0003427	6.2	48
tt0003431	5.6	16
tt0003436	5.5	104
tt0003438	5.7	34
tt0003441	6.0	19
tt0003442	5.5	29
tt0003451	5.9	21
tt0003454	6.0	18
tt0003456	7.2	13
tt0003460	6.2	77
tt0003468	4.9	43
tt0003471	6.0	732
tt0003484	6.5	12
tt0003489	6.1	622
tt0003497	5.6	32
tt0003499	6.8	28
tt0003500	6.8	11
tt0003502	5.1	40
tt0003508	5.7	19
tt0003512	5.0	193
tt0003513	4.6	12
tt0003516	5.1	62
tt0003520	5.0	15
tt0003526	5.9	57
tt0003536	4.8	17
tt0003540	5.5	50
tt0003545	5.2	29
tt0003552	6.8	15
tt0003565	6.4	47
tt0003578	6.5	21
tt0003582	5.4	10
tt0003584	6.7	28
tt0003585	7.0	28
tt0003587	5.3	41
tt0003588	5.6	31
tt0003589	6.1	45
tt0003590	6.5	13
tt0003591	5.1	24
tt0003595	4.5	28
tt0003596	6.1	70
tt0003598	4.6	20
tt0003599	6.4	26
tt0003600	6.4	22
tt0003605	6.2	18
tt0003608	4.0	10
tt0003609	5.1	15
tt0003615	5.8	141
tt0003616	5.5	22
tt0003617	3.3	23
tt0003618	7.3	34
tt0003625	5.2	26
tt0003630	4.4	31
tt0003632	6.1	17
tt0003634	6.0	17
tt0003637	6.2	493
tt0003638	7.3	15
tt0003641	5.2	20
tt0003643	6.4	1432
tt0003649	6.4	13
tt0003651	6.6	11
tt0003657	6.5	252
tt0003662	6.1	924
tt0003665	6.2	103
tt0003668	5.9	23
tt0003670	6.6	36
tt0003675	6.5	23
tt0003679	5.4	1771
tt0003686	6.8	17
tt0003692	6.7	18
tt0003698	6.5	54
tt0003699	5.2	40
tt0003724	5.7	38
tt0003731	5.1	24
tt0003733	4.7	1265
tt0003734	5.3	291
tt0003735	5.2	37
tt0003740	7.1	3963
tt0003743	5.1	50
tt0003747	6.4	17
tt0003748	8.0	18
tt0003750	5.5	22
tt0003751	5.6	51
tt0003752	5.6	14
tt0003755	6.8	10
tt0003758	5.7	1499
tt0003760	5.6	1130
tt0003768	3.6	18
tt0003771	7.8	15
tt0003772	6.1	1083
tt0003774	6.2	17
tt0003777	5.2	39
tt0003784	5.4	31
tt0003803	6.3	50
tt0003805	5.3	1448
tt0003812	7.8	15
tt0003813	5.0	95
tt0003816	6.4	46
tt0003817	2.7	19
tt0003819	7.6	21
tt0003823	6.8	54
tt0003828	5.8	36
tt0003838	5.8	45
tt0003839	6.5	398
tt0003854	4.4	31
tt0003855	6.4	104
tt0003860	5.0	104
tt0003863	5.9	1175
tt0003869	4.9	28
tt0003871	5.7	19
tt0003876	5.8	86
tt0003883	7.2	452
tt0003884	6.4	116
tt0003886	5.8	24
tt0003890	5.7	55
tt0003897	6.1	102
tt0003901	6.4	11
tt0003923	5.2	1184
tt0003930	6.8	1431
tt0003932	6.7	16
tt0003934	5.4	1085
tt0003943	5.2	69
tt0003948	5.1	34
tt0003949	5.3	207
tt0003952	6.7	1202
tt0003953	6.2	12
tt0003960	6.1	33
tt0003961	5.6	1729
tt0003965	6.6	24
tt0003969	5.2	264
tt0003972	5.1	30
tt0003973	5.8	300
tt0003978	4.4	19
tt0003980	5.6	28
tt0003982	5.0	28
tt0003996	6.1	21
tt0003998	5.2	53
tt0004002	6.3	46
tt0004007	5.6	950
tt0004008	7.1	3664
tt0004011	5.5	1011
tt0004013	5.0	45
tt0004016	4.6	12
tt0004022	6.3	67
tt0004026	6.7	1244
tt0004027	6.1	32
tt0004028	4.4	34
tt0004030	8.7	18
tt0004038	6.2	19
tt0004039	5.5	138
tt0004047	7.0	12
tt0004052	6.8	122
tt0004057	6.3	20
tt0004060	5.1	124
tt0004064	5.3	29
tt0004065	5.4	77
